surah;ayat;kata;huruf;cum_kata;cum_huruf
81;10;3;12;34;140
81;11;3;13;37;153
81;12;3;12;40;165
81;13;3;13;43;178
81;14;4;14;47;192
81;15;3;12;50;204
81;16;2;9;52;213
81;17;3;10;55;223
81;18;3;12;58;235
81;19;4;14;62;249
81;20;6;15;68;264
81;21;3;9;71;273
81;22;3;15;74;288
81;23;4;17;78;305
81;24;5;15;83;320
81;25;5;16;88;336
81;26;2;9;90;345
81;27;5;17;95;362
81;28;5;16;100;378
81;29;8;28;108;406
82;1;7;29;7;29
82;2;3;15;10;44
82;3;3;13;13;57
82;4;3;14;16;71
82;5;5;18;21;89
82;6;6;23;27;112
82;7;4;16;31;128
82;8;6;15;37;143
82;9;4;15;41;158
82;10;3;13;44;171
82;11;2;10;46;181
82;12;3;13;49;194
82;13;4;13;53;207
82;14;4;13;57;220
82;15;3;11;60;231
82;16;4;15;64;246
82;17;5;15;69;261
82;18;6;16;75;277
82;19;9;30;84;307
83;1;6;25;6;25
83;2;6;25;12;50
83;3;5;23;17;73
83;4;5;22;22;95
83;5;2;6;24;101
83;6;5;18;29;119
83;7;6;19;35;138
83;8;4;13;39;151
83;9;2;9;41;160
83;10;3;13;44;173
83;11;4;14;48;187
83;12;7;20;55;207
83;13;7;29;62;236
83;14;8;29;70;265
83;15;6;25;76;290
83;16;4;16;80;306
83;17;7;23;87;329
83;18;6;20;93;349
83;19;4;14;97;363
83;20;2;9;99;372
83;21;2;11;101;383
83;22;4;13;105;396
83;23;3;14;108;410
83;24;5;19;113;429
83;25;4;14;117;443
83;26;7;29;124;472
83;27;3;12;127;484
83;28;4;16;131;500
83;29;8;32;139;532
83;30;4;18;143;550
83;31;6;28;149;578
83;32;6;28;155;606
83;33;4;18;159;624
83;34;6;25;165;649
83;35;3;14;168;663
83;36;6;22;174;685
84;1;7;28;7;28
84;2;3;14;10;42
84;3;3;11;13;53
84;4;4;15;17;68
84;5;3;14;20;82
84;6;8;33;28;115
84;7;5;18;33;133
84;8;4;16;37;149
84;9;4;18;41;167
84;10;6;22;47;189
84;11;3;13;50;202
84;12;2;8;52;210
84;13;5;17;57;227
84;14;5;12;62;239
84;15;6;17;68;256
84;16;3;12;71;268
84;17;3;9;74;277
84;18;3;11;77;288
84;19;4;15;81;303
84;20;4;13;85;316
84;21;7;24;92;340
84;22;4;15;96;355
84;23;4;15;100;370
84;24;3;14;103;384
84;25;9;38;112;422
85;1;7;30;7;30
85;2;2;10;9;40
85;3;2;11;11;51
85;4;3;14;14;65
85;5;3;12;17;77
85;6;4;12;21;89
85;7;6;24;27;113
85;8;9;34;36;147
85;9;11;32;47;179
85;10;14;57;61;236
85;11;15;58;76;294
85;12;4;12;80;306
85;13;4;11;84;317
85;14;3;13;87;330
85;15;3;10;90;340
85;16;3;9;93;349
85;17;4;14;97;363
85;18;2;10;99;373
85;19;5;15;104;388
85;20;4;15;108;403
85;21;4;12;112;415
85;22;3;9;115;424
86;1;6;28;6;28
86;2;4;15;10;43
86;3;2;9;12;52
86;4;6;18;18;70
86;5;4;16;22;86
86;6;4;12;26;98
86;7;5;18;31;116
86;8;4;15;35;131
86;9;3;12;38;143
86;10;6;17;44;160
86;11;3;13;47;173
86;12;3;12;50;185
86;13;3;10;53;195
86;14;3;10;56;205
86;15;3;11;59;216
86;16;2;7;61;223
86;17;4;20;65;243
87;1;8;29;8;29
87;2;3;9;11;38
87;3;3;10;14;48
87;4;3;12;17;60
87;5;3;13;20;73
87;6;3;13;23;86
87;7;9;27;32;113
87;8;2;10;34;123
87;9;4;15;38;138
87;10;3;9;41;147
87;11;2;12;43;159
87;12;4;14;47;173
87;13;6;15;53;188
87;14;4;12;57;200
87;15;4;13;61;213
87;16;4;16;65;229
87;17;3;14;68;243
87;18;5;17;73;260
87;19;4;13;77;273
88;1;8;30;8;30
88;2;3;13;11;43
88;3;2;10;13;53
88;4;3;12;16;65
88;5;4;12;20;77
88;6;6;17;26;94
88;7;6;15;32;109
88;8;3;13;35;122
88;9;2;9;37;131
88;10;3;8;40;139
88;11;4;13;44;152
88;12;3;9;47;161
88;13;3;12;50;173
88;14;2;12;52;185
88;15;2;12;54;197
88;16;2;11;56;208
88;17;6;22;62;230
88;18;4;15;66;245
88;19;4;15;70;260
88;20;4;14;74;274
88;21;4;15;78;289
88;22;3;12;81;301
88;23;4;13;85;314
88;24;4;18;89;332
88;25;3;11;92;343
88;26;4;14;96;357
89;1;5;21;5;21
89;2;2;7;7;28
89;3;2;10;9;38
89;4;3;8;12;46
89;5;7;14;19;60
89;6;6;17;25;77
89;7;3;11;28;88
89;8;6;18;34;106
89;9;5;22;39;128
89;10;3;13;42;141
89;11;4;13;46;154
89;12;3;15;49;169
89;13;5;17;54;186
89;14;3;13;57;199
89;15;11;45;68;244
89;16;10;36;78;280
89;17;5;16;83;296
89;18;5;21;88;317
89;19;4;19;92;336
89;20;4;16;96;352
89;21;6;19;102;371
89;22;5;18;107;389
89;23;9;38;116;427
89;24;4;15;120;442
89;25;5;18;125;460
89;26;4;14;129;474
89;27;3;16;132;490
89;28;5;17;137;507
89;29;3;9;140;516
89;30;2;7;142;523
90;1;8;31;8;31
90;2;4;15;12;46
90;3;3;11;15;57
90;4;5;18;20;75
90;5;6;17;26;92
90;6;4;16;30;108
90;7;5;13;35;121
90;8;4;12;39;133
90;9;2;11;41;144
90;10;2;11;43;155
90;11;3;12;46;167
90;12;4;15;50;182
90;13;2;6;52;188
90;14;6;16;58;204
90;15;3;10;61;214
90;16;4;14;65;228
90;17;9;42;74;270
90;18;3;16;77;286
90;19;6;29;83;315
90;20;3;12;86;327
91;1;6;27;6;27
91;2;3;13;9;40
91;3;3;14;12;54
91;4;3;11;15;65
91;5;3;14;18;79
91;6;3;13;21;92
91;7;3;12;24;104
91;8;3;20;27;124
91;9;4;13;31;137
91;10;4;13;35;150
91;11;3;15;38;165
91;12;3;12;41;177
91;13;7;27;48;204
91;14;7;38;55;242
91;15;3;12;58;254
92;1;7;25;7;25
92;2;3;13;10;38
92;3;4;16;14;54
92;4;3;10;17;64
92;5;4;14;21;78
92;6;2;10;23;88
92;7;2;11;25;99
92;8;4;15;29;114
92;9;2;10;31;124
92;10;2;12;33;136
92;11;6;19;39;155
92;12;3;11;42;166
92;13;4;19;46;185
92;14;3;16;49;201
92;15;4;15;53;216
92;16;3;10;56;226
92;17;2;12;58;238
92;18;4;12;62;250
92;19;6;21;68;271
92;20;5;19;73;290
92;21;2;8;75;298
93;1;5;21;5;21
93;2;3;9;8;30
93;3;5;15;13;45
93;4;5;19;18;64
93;5;4;16;22;80
93;6;4;14;26;94
93;7;3;13;29;107
93;8;3;15;32;122
93;9;4;14;36;136
93;10;4;16;40;152
93;11;4;16;44;168
94;1;8;29;8;29
94;2;3;13;11;42
94;3;3;10;14;52
94;4;3;12;17;64
94;5;4;12;21;76
94;6;4;11;25;87
94;7;3;12;28;99
94;8;3;11;31;110
95;1;6;26;6;26
95;2;2;7;8;33
95;3;3;13;11;46
95;4;6;23;17;69
95;5;4;17;21;86
95;6;9;39;30;125
95;7;4;14;34;139
95;8;4;17;38;156
96;1;9;30;9;30
96;2;4;14;13;44
96;3;3;12;16;56
96;4;3;10;19;66
96;5;5;16;24;82
96;6;4;15;28;97
96;7;3;11;31;108
96;8;4;13;35;121
96;9;3;9;38;130
96;10;3;10;41;140
96;11;5;16;46;156
96;12;3;11;49;167
96;13;4;14;53;181
96;14;5;14;58;195
96;15;6;23;64;218
96;16;3;14;67;232
96;17;2;8;69;240
96;18;2;10;71;250
96;19;6;18;77;268
97;1;9;34;9;34
97;2;5;17;14;51
97;3;6;17;20;68
97;4;9;34;29;102
97;5;5;16;34;118
98;1;16;62;16;62
98;2;6;22;22;84
98;3;3;9;25;93
98;4;11;40;36;133
98;5;17;65;53;198
98;6;16;57;69;255
98;7;9;38;78;293
98;8;22;76;100;369
99;1;8;35;8;35
99;2;3;17;11;52
99;3;4;15;15;67
99;4;3;15;18;82
99;5;4;13;22;95
99;6;6;28;28;123
99;7;6;19;34;142
99;8;6;19;40;161
100;1;6;27;6;27
100;2;2;11;8;38
100;3;3;10;11;48
100;4;3;11;14;59
100;5;3;11;17;70
100;6;4;17;21;87
100;7;5;14;26;101
100;8;4;14;30;115
100;9;8;22;38;137
100;10;4;12;42;149
100;11;5;17;47;166
101;1;5;22;5;22
101;2;2;8;7;30
101;3;4;16;11;46
101;4;5;21;16;67
101;5;4;21;20;88
101;6;5;15;25;103
101;7;4;11;29;114
101;8;5;14;34;128
101;9;2;8;36;136
101;10;4;12;40;148
101;11;2;7;42;155
102;1;6;28;6;28
102;2;3;13;9;41
102;3;3;12;12;53
102;4;4;14;16;67
102;5;5;17;21;84
102;6;2;9;23;93
102;7;4;14;27;107
102;8;5;18;32;125
103;1;5;21;5;21
103;2;4;13;9;34
103;3;9;48;18;82
104;1;8;29;8;29
104;2;4;14;12;43
104;3;4;14;16;57
104;4;4;14;20;71
104;5;4;15;24;86
104;6;3;12;27;98
104;7;4;15;31;113
104;8;3;13;34;126
104;9;3;9;37;135
105;1;11;38;11;38
105;2;5;15;16;53
105;3;4;17;20;70
105;4;4;16;24;86
105;5;3;15;27;101
106;1;6;24;6;24
106;2;4;19;10;43
106;3;4;16;14;59
106;4;7;25;21;84
107;1;8;29;8;29
107;2;5;11;13;40
107;3;5;17;18;57
107;4;2;9;20;66
107;5;5;18;25;84
107;6;3;10;28;94
107;7;2;12;30;106
108;1;7;30;7;30
108;2;3;11;10;41
108;3;4;14;14;55
109;1;7;29;7;29
109;2;4;14;11;43
109;3;5;19;16;62
109;4;5;17;21;79
109;5;5;19;26;98
109;6;4;11;30;109
110;1;9;33;9;33
110;2;7;25;16;58
110;3;7;29;23;87
111;1;9;29;9;29
111;2;6;19;15;48
111;3;4;14;19;62
111;4;3;15;22;77
111;5;5;13;27;90
112;1;8;26;8;26
112;2;2;7;10;33
112;3;4;10;14;43
112;4;5;14;19;57
113;1;8;29;8;29
113;2;4;9;12;38
113;3;5;15;17;53
113;4;5;17;22;70
113;5;5;15;27;85
114;1;8;29;8;29
114;2;2;7;10;36
114;3;2;8;12;44
114;4;4;15;16;59
114;5;5;15;21;74
114;6;3;11;24;85
